id,name,city,postalcode,lat,lon,type,accessible,payment,changing_table,water,description,municipality,source
773,"Gentoftegade Bibliotek, Gentoftegade 45",Gentofte,2820.0,55.746575,12.541293,Unisex,0,Nej,Ja,Ja,"Placering: I biblioteksbygning
Åbningstider: 6-24",Gentofte,FindToilet
756,"Hellerup Havn, Strandparksvej 38",Hellerup,2900.0,55.732703,12.579768,Unisex,0,Nej,Nej,Ja,"Placering: I bygning Onsgårdsvej 18A
Åbningstider: 7-22",Gentofte,FindToilet
771,"Mariebjerg Kirkegård, Mariebjergvej 1",Gentofte,2820.0,55.759413,12.515254,Unisex,0,Nej,Nej,Ja,"Placering: I bygning øst for kirkegårdskontor
Åbningstider: Hele døgnet",Gentofte,FindToilet
769,"Skovshoved Havn - Midt, Skovshoved Havn 4",Charlottenlund,2920.0,55.762048,12.599639,Unisex,0,Nej,Nej,Ja,"Placering: I bygning Skovshoved Havn 1B
Åbningstider: Hele døgnet",Gentofte,FindToilet
757,"Vangede bydelscenter, Vangede Bygade 38",Gentofte,2820.0,55.751595,12.518376,Unisex,0,Nej,Nej,Ja,"Placering: I bygning nordøst på parkeringsplads
Åbningstider: 7-22",Gentofte,FindToilet
759,"Øregårdsparken, Tranegårdsvej 1",Hellerup,2900.0,55.739702,12.5761,Unisex,0,Nej,Nej,Ja,"Placering: I bygning nord for legeplads
Åbningstider: 7-22",Gentofte,FindToilet
704,"Aksel Møllers Have, ved Metronomen",Frederiksberg,2000.0,55.686441,12.533168,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: Fritstående toilet.
Åbningstider: Åbent hele døgnet.",Frederiksberg,FindToilet
703,Fasanvejen Metro v. P. Andersens Vej,Frederiksberg,2000.0,55.681818,12.523107,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: Fritstående toilet.
Åbningstider: Åbent hele døgnet.",Frederiksberg,FindToilet
701,"Frbg. Rådhus, Frederiksberg Bredegade",Frederiksberg,2000.0,55.677862,12.532472,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: Fritstående toilet.
Åbningstider: Åbent hele døgnet.",Frederiksberg,FindToilet
705,"Frederiksberg Alle 59, Frederiksberg ældre Kirkegård v. Kirken",Frederiksberg,1820.0,55.674447,12.533389,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
724,Frederiksberg Metro,Frederiksberg,2000.0,55.68119,12.531432,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: Fritstående toilet.
Åbningstider: Åbent hele døgnet.",Frederiksberg,FindToilet
709,"Lindevangsparken, Finsensvej 39D",Frederiksberg,2000.0,55.681596,12.512017,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
727,Rosenørns Alle,Frederiksberg,1970.0,55.681572,12.553555,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: Julius Thomsens Plads.
Åbningstider: Åbent hele døgnet.",Frederiksberg,FindToilet
743,"Roskildevej 54, Solbjerg Parkkirkegård",Frederiksberg,2000.0,55.672969,12.509677,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
744,"Roskildevej 59, Søndermark Kirkegård, v. krematorium",Frederiksberg,2000.0,55.670944,12.50964,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
702,V_Frederiksberg Allé 69,Frederiksberg,1820.0,55.674534,12.533364,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: Fritstående toilet.
Åbningstider: Åbent hele døgnet.",Frederiksberg,FindToilet
742,200m fra Cisternerne i Søndermarken,Frederiksberg,2000.0,55.668363,12.522665,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
729,Auditorium Frederiksberg Slot,Frederiksberg,2000.0,55.671889,12.525701,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
730,"Biblioteket, Danasvej 30B",Frederiksberg,1910.0,55.679476,12.550796,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
731,"Biblioteket, Nordens Plads 10 Domus Vista",Frederiksberg,2000.0,55.671195,12.501275,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
732,"Bülowshallen, Bülowsvej 34",Frederiksberg,2000.0,55.682299,12.545167,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
733,"Den gule Villa, Dirch Passers Allé 2",Frederiksberg,2000.0,55.682465,12.505652,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
734,Frederiksberg Centret,Frederiksberg,2000.0,55.681349,12.533822,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
735,"Frederiksberg Hallerne, Jens Jessens Vej",Frederiksberg,2000.0,55.676005,12.497521,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
736,Frederiksberg Runddel 1,Frederiksberg,2000.0,55.674617,12.531258,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
737,"Hovedbibliotektet, Falkoner Plads 3",Frederiksberg,2000.0,55.680754,12.530278,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
738,"I Frederiksberg Have, ved Legeplads Runddelen",Frederiksberg,2000.0,55.676141,12.529755,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
739,Kedelhallen Nyelandsvej 75B,Frederiksberg,2000.0,55.684042,12.5217,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
723,Langelands Plads,Frederiksberg,2000.0,55.685343,12.529775,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Åbent hele døgnet.",Frederiksberg,FindToilet
740,"Mariendalshallen, Mariendalsvej 21C",Frederiksberg,2000.0,55.689037,12.537354,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
741,"Møstings Hus, Andebakkesti 5",Frederiksberg,2000.0,55.678346,12.527838,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
707,"Søndre Fasanvej 34, Solbjerg Kirkegård v. Søndre kapel",Frederiksberg,2000.0,55.673977,12.517469,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Begrænsede åbningstider.",Frederiksberg,FindToilet
728,"Thorvaldsensvej, Den Grønne Sti/v. KVL",Frederiksberg,2000.0,55.681722,12.540984,Unisex,0,Nej,Ved ikke,Ved ikke,"Placering: ?
Åbningstider: Åbent hele døgnet.",Frederiksberg,FindToilet
563,"Bombegrunden, Taarbæk Strandvej 40",Klampenborg,2930.0,55.78261,12.59251,Handicap,1,Ja,Ja,Ja," Sæsonåbent 
1. april - 30. september.",Lyngby-Taarbæk,FindToilet
561,"Den Gamle Have, Nybrovej 461",Kgs. Lyngby,2800.0,55.78009,12.44471,Handicap,1,Nej,Nej,Ja,"Herretoilet.
Dametoilet.
Handicapvenlig indretning på dametoilettet.
 Sæsonåbent 
1. april - 30. september.",Lyngby-Taarbæk,FindToilet
693,"Dyrehaven, Ermelundsvej ved Fortunen",Kgs. Lyngby,2800.0,55.775289,12.54485,Handicap,1,Nej,Nej,Ja,"Toilet er IKKE kommunens ansvar
Placering: Inden for den Røde Port i Dyrehaven og så til højre.
Åbningstider: Åbent hele året.",Lyngby-Taarbæk,FindToilet
696,"Dyrehaven, Nordre Eremitagevej",Kgs. Lyngby,2800.0,55.795707,12.571752,Handicap,1,Nej,Nej,Ja,"Toilet er IKKE kommunens ansvar
Placering: Lige ved siden af Eremitageslottet.
Åbningstider: Åbent hele året.",Lyngby-Taarbæk,FindToilet
694,"Dyrehaven, Strandvejen 817, Springforbi",Klampenborg,2960.0,55.801472,12.584583,Handicap,1,Nej,Nej,Ja,"Toilet er IKKE kommunens ansvar
Placering: Springforbivej.
Åbningstider: Åbent hele året.",Lyngby-Taarbæk,FindToilet
695,"Dyrehaven, Ved Hjortekæret 12",Kgs. Lyngby,2800.0,55.800086,12.544867,Handicap,1,Nej,Nej,Ja,"Toilet er IKKE kommunens ansvar
Placering: ?.
Åbningstider: Sommeråbent maj - november.",Lyngby-Taarbæk,FindToilet
562,"Frederiksdal Fribad, Frederiksdal Badesti",Virum,2830.0,55.78522,12.44425,Handicap,1,Nej,Ja,Ja,"Toilet er IKKE kommunens ansvar
Handicaptoilet med pusleplads.
Herre- og dametoiletter.
Herre og dame brusekabiner.
 Sæsonåbent 
1. april - 31. oktober.",Lyngby-Taarbæk,FindToilet
558,"Fuglevad Station, Skovbrynet 100",Kgs. Lyngby,2800.0,55.78456,12.49696,Handicap,1,Nej,Ja,Ja, Sæsonåbent 1. april til 30. september.,Lyngby-Taarbæk,FindToilet
700,"Klampenborg station, Dyrehavevej 1",Klampenborg,2930.0,55.777491,12.587457,Handicap,1,Ja,Ja,Ja,"Toilet er IKKE kommunens ansvar
Placering: ?.
Åbningstider: 6:00-22:00.
Betaling: 5 kr. som betales med kort.
Tjek: https://www.dsb.dk/trafikinformation/stationer/klampenborg/",Lyngby-Taarbæk,FindToilet
550,Lyngby Hovedgade 28,Kgs. Lyngby,2800.0,55.77332,12.49898,Handicap,1,Nej,Ja,Ja,"Almindeligt og handicaptoilet.
Pusleplads.
Åbningstider:
Mandag-fredag: 8.00-20.00
Lørdag-søndag: 11.00-16.00",Lyngby-Taarbæk,FindToilet
1063,"Lyngby Idrætsby, Lundtoftevej 53",Kongens Lyngby,2800.0,55.781141,12.507091,Handicap,1,Ved ikke,Ved ikke,Ved ikke,"Der er flere toiletter åbent for offentligheden. Åbent i idrætsbyens åbningstid.
Åbningstider:
Mandag: 06.45 - 08.00 og 13.00 - 19.30​
Tirsdag: 06.45 - 21.00​
Onsdag: 06.45 - 22.00
Torsdag: 06.45 - 21.00
Fredag: 06.45 - 17.30​l
Lørdag: 08.00 - 16.30​
Søndag: 08.00 - 16.30​",Lyngby-Taarbæk,FindToilet
699,"Lyngby station, Jernbanepladsen 47",Kgs. Lyngby,2800.0,55.76869,12.502797,Handicap,1,Ja,Ja,Ja,"Toilet er IKKE kommunens ansvar
Placering: Op ad trappen fra Jernbanepladsen til perronen, hvor de ligger til venstre.
Åbningstider: 6:00-22:00.
Betaling: 5 kr. som betales med kort.
Tjek: https://www.dsb.dk/trafikinformation/stationer/lyngby/",Lyngby-Taarbæk,FindToilet
698,Lyngby Storcenter 1,Kgs. Lyngby,2800.0,55.771644,12.507074,Handicap,1,Nej,Nej,Ja,"Toilet er IKKE kommunens ansvar
Placering:
Stueplan mellem Hunkemöller og Helsemin: 3 dametoiletter, 2 herretoiletter, 1 handicaptoilet.
1 sal bag Elgiganten: 5 dametoiletter, 3 herretoiletter, 1 handicaptoilet. (lift)
1. sal bag Søstrene Grene: 1 stk. unisextoilet forbeholdt gæster i baby-lounge/ammestue/puslerum.
Niveau – 1 i rødt område: rulletrappe mellem H&M og Matas: 4 dametoiletter, 1 herretoilet.
Niveau – 1 i blåt område/Madtorvet/Store Torv: rulletrappe ved Madtorvet: 3 dametoiletter, 1 herretoilet.
Åbningstider: Tjek https://lyngbystorcenter.dk/aabningstider/.",Lyngby-Taarbæk,FindToilet
548,Lyngby Torv 17,Kgs. Lyngby,2800.0,55.76976,12.50227,Handicap,1,Nej,Nej,Ja,"Almindeligt og handicap toilet.
Unisex.
Toiletterne på rådhuset er åbent for offentligheden i borgerservice åbningstid.
Der er kommet nye toiletter efter renoveringen
Åbningstider:
Mandag	09.30 – 15.00
Tirsdag	09.30 – 15.00
Onsdag	09.30 – 15.00
Torsdag	09.30 – 17.30
Fredag	09.00 – 13.30",Lyngby-Taarbæk,FindToilet
697,"Magasin, Lyngby Hovedgade 43",Kgs. Lyngby,2800.0,55.770154,12.504058,Handicap,1,Nej,Ja,Ja,"Toilet er IKKE kommunens ansvar
Placering: 4 unisex toiletter på 3. sal (bolig) + 1 handicap & pusle toilet samt familierum placeret samme sted.
Åbningstider: Tjek https://www.magasin.dk/sider/om-magasin/find-forretning/lyngby.html.",Lyngby-Taarbæk,FindToilet
1096,"Sorgenfri kirkegård, Lottenborgvej 16",Kongens Lyngby,2800.0,55.779905,12.489806,Handicap,1,Nej,Nej,Ja,"Placering: Sorgenfri kirkegård.
Åbningstider: Hele året, men lukket om natten.
Tommy Wedel har gjort et kæmpe arbejde for at få dette til at ske og skriver på sin Facebook side:
""Så kan vi hejse flaget. Toilettet på Sorgenfri kirkegård er åbnet. Det har været en hård tur med et par års ventetid, nu kan vi endelig benytte et toilet hvad enten man er i kørestol eller med sin rollator. Det er smukt lavet med en rampe op og masser af plads til at kunne komme rundt derinde. Toiletterne vil være lukket om natten og fint med det. Lad os i fællesskab passe på dem de er jo til fælles glæde""",Lyngby-Taarbæk,FindToilet
560,"Søpromenaden, Lyngby Sø",Virum,2830.0,55.77323,12.49393,Handicap,1,Nej,Nej,Ja,"Handicaptoilet.
Herre-/dametoilet.
 Sæsonåbent 1. april til 30. september.",Lyngby-Taarbæk,FindToilet
565,"Taarbæk Havn, Taarbæk Strandvej 98",Klampenborg,2930.0,55.78746,12.59511,Handicap,1,Nej,Nej,Ja,"Toilet er IKKE kommunens ansvar
Åbningstider: Åbent hele året.",Lyngby-Taarbæk,FindToilet
564,"Taarbæk Søbad, Rosenhaven, Taarbæk Strandvej 80",Klampenborg,2930.0,55.785707,12.593599,Unisex,0,Nej,Nej,Ja,"Herretoilet.
Dametoilet.
Smalle døre ca. 50-60 cm.
Udendørs brusere.
Sæsonåbent
1. april - 30. september.",Lyngby-Taarbæk,FindToilet
476,Arnagervej 28,Rønne,3700.0,55.052945,14.777531,Handicap,1,Nej,Ja,Ja,"Placering: P-plads ved Arnager Havn.
Åbningsperiode: hele året.",Bornholm,FindToilet
718,Borrelyngsvej 58,Allinge,3770.0,55.259545,14.764838,Handicap,1,Nej,Ja,Ja,"Placering: Slotslyngen
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
423,Boulevarden 16,Nexø,3730.0,55.03921,15.108704,Handicap,1,Nej,Ja,Ja,"Placering: Ved Balka strand og Café.
Åbningsperiode: lukket fra 1. nov. -31. april.",Bornholm,FindToilet
431,Bykilden,Svaneke,3740.0,55.136031,15.140033,Handicap,1,Nej,Ja,Ja,"Placering: Bykilden, bag ved Svaneke Bryghus.
Åbningsperiode: hele året.",Bornholm,FindToilet
399,Bådehavnsvej 13,Rønne,3700.0,55.103691,14.691615,Handicap,1,Nej,Nej,Ja,"Placering: Nørrekås Havn - Servicebygning.
Åbningsperiode: hele året.",Bornholm,FindToilet
390,"Ejnar Mikkelsensvej 29, Gudhjem",Gudhjem,3760.0,55.212293,14.971427,Handicap,1,Nej,Ja,Ja,"Placering Gudhjem Havn v/ Christiansøfarten.
Åbningsperiode hele året.
Åbningstider hele døgnet.",Bornholm,FindToilet
413,Ejnar Mikkelsensvej 7C,Gudhjem,3760.0,55.214055,14.969293,Handicap,1,Nej,Ja,Ja,"Placering: P-plads ved Gudhjem havn.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
477,Ekkodalsvejen 5B,Åkirkeby,3720.0,55.109829,14.905634,Handicap,1,Nej,Ja,Ja,"Placering: P-plads ved Ekkodalen.
Åbningsperiode: lukket fra 1. nov. -31. april.",Bornholm,FindToilet
424,"Fyrvejen 2A, Dueodde",Nexø,3730.0,54.993638,15.077628,Handicap,1,Nej,Ja,Ja,"Placering: P-plads ved Fyrvejen på Dueodde.
Åbningsperiode: hele året.",Bornholm,FindToilet
706,Fælledvej 26B,Hasle,3790.0,55.180079,14.705123,Handicap,1,Nej,Ja,Ja,"Placering:Hasle Fælled
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
407,Gilbertstræde 13B,Allinge,3770.0,55.26021,14.815155,Handicap,1,Nej,Ja,Ja,"Placering: Store Sandkås strand.
Åbningsperiode: åbent hele året",Bornholm,FindToilet
400,Glasværksvej 1,Hasle,3790.0,55.171064,14.708072,Handicap,1,Nej,Nej,Ja,"Placering: P-plads ved Glasværksvej.
Åbningsperiode: lukket fra 1. nov. - 31. april.",Bornholm,FindToilet
915,Haregade 14c,Åkirkeby,3790.0,55.061955,14.921532,Handicap,1,Nej,Ja,Ja,"Placering: Sdr. Byskov
Åbningsperiode: Åbent",Bornholm,FindToilet
398,Haslevej 146B,Rønne,3700.0,55.128953,14.716841,Handicap,1,Nej,Nej,Ja,"Placering: Rasteplads ved Sandegård.
Åbningsperiode: hele året.",Bornholm,FindToilet
433,Havnegade 1A,Hasle,3790.0,55.184144,14.705387,Handicap,1,Nej,Ja,Ja,"Placering: Torvet ved Karetmagergården.
Åbningsperiode: hele året.
Åbningstider: Dørlås med ur. 1. maj til 1. okt. kl.7:00 - 22:00.
1. okt. til 1. maj kl. 7:00 - 19:00.",Bornholm,FindToilet
